schema_context,column,check,check_number,failure_case,index,check_source_code
Column,genre,not_nullable,,,7115,
Column,genre,not_nullable,,,7007,
Column,genre,not_nullable,,,7147,
Column,genre,not_nullable,,,7168,
Column,genre,not_nullable,,,7166,
Column,genre,not_nullable,,,7165,
Column,genre,not_nullable,,,7164,
Column,genre,not_nullable,,,7163,
Column,genre,not_nullable,,,7161,
Column,genre,not_nullable,,,7157,
Column,genre,not_nullable,,,7154,
Column,genre,not_nullable,,,7151,
Column,genre,not_nullable,,,7141,
Column,genre,not_nullable,,,7117,
Column,genre,not_nullable,,,7140,
Column,genre,not_nullable,,,7135,
Column,genre,not_nullable,,,7128,
Column,genre,not_nullable,,,7125,
Column,genre,not_nullable,,,7124,
Column,genre,not_nullable,,,7123,
Column,genre,not_nullable,,,7122,
Column,genre,not_nullable,,,7120,
Column,genre,not_nullable,,,7118,
Column,genre,not_nullable,,,7016,
Column,genre,not_nullable,,,7003,
Column,genre,not_nullable,,,7178,
Column,genre,not_nullable,,,6893,
Column,genre,not_nullable,,,6944,
Column,genre,not_nullable,,,6940,
Column,genre,not_nullable,,,6937,
Column,genre,not_nullable,,,6932,
Column,genre,not_nullable,,,6926,
Column,genre,not_nullable,,,6925,
Column,genre,not_nullable,,,6922,
Column,genre,not_nullable,,,6912,
Column,genre,not_nullable,,,6900,
Column,genre,not_nullable,,,6892,
Column,genre,not_nullable,,,6950,
Column,genre,not_nullable,,,6887,
Column,genre,not_nullable,,,6882,
Column,genre,not_nullable,,,6879,
Column,genre,not_nullable,,,6877,
Column,genre,not_nullable,,,6874,
Column,genre,not_nullable,,,6869,
Column,genre,not_nullable,,,6868,
Column,genre,not_nullable,,,6866,
Column,genre,not_nullable,,,6864,
Column,genre,not_nullable,,,6949,
Column,genre,not_nullable,,,6955,
Column,genre,not_nullable,,,7002,
Column,genre,not_nullable,,,6988,
Column,genre,not_nullable,,,7001,
Column,genre,not_nullable,,,7000,
Column,genre,not_nullable,,,6999,
Column,genre,not_nullable,,,6996,
Column,genre,not_nullable,,,6995,
Column,genre,not_nullable,,,6994,
Column,genre,not_nullable,,,6993,
Column,genre,not_nullable,,,6991,
Column,genre,not_nullable,,,6989,
Column,genre,not_nullable,,,6987,
Column,genre,not_nullable,,,6958,
Column,genre,not_nullable,,,6985,
Column,genre,not_nullable,,,6983,
Column,genre,not_nullable,,,6981,
Column,genre,not_nullable,,,6977,
Column,genre,not_nullable,,,6974,
Column,genre,not_nullable,,,6973,
Column,genre,not_nullable,,,6969,
Column,genre,not_nullable,,,6960,
Column,genre,not_nullable,,,6959,
Column,genre,not_nullable,,,7174,
Column,genre,not_nullable,,,7182,
Column,genre,not_nullable,,,7434,
Column,genre,not_nullable,,,7339,
Column,genre,not_nullable,,,7357,
Column,genre,not_nullable,,,7353,
Column,genre,not_nullable,,,7351,
Column,genre,not_nullable,,,7350,
Column,genre,not_nullable,,,7348,
Column,genre,not_nullable,,,7346,
Column,genre,not_nullable,,,7342,
Column,genre,not_nullable,,,7341,
Column,genre,not_nullable,,,7340,
Column,genre,not_nullable,,,7335,
Column,genre,not_nullable,,,7361,
Column,genre,not_nullable,,,7334,
Column,genre,not_nullable,,,7330,
Column,genre,not_nullable,,,7324,
Column,genre,not_nullable,,,7322,
Column,genre,not_nullable,,,7320,
Column,genre,not_nullable,,,7316,
Column,genre,not_nullable,,,7315,
Column,genre,not_nullable,,,7314,
Column,genre,not_nullable,,,7313,
Column,genre,not_nullable,,,7359,
Column,genre,not_nullable,,,7367,
Column,genre,not_nullable,,,7308,
Column,genre,not_nullable,,,7401,
Column,genre,not_nullable,,,7433,
Column,genre,not_nullable,,,7429,
Column,genre,not_nullable,,,7421,
Column,genre,not_nullable,,,7419,
Column,genre,not_nullable,,,7410,
Column,genre,not_nullable,,,7406,
Column,genre,not_nullable,,,7405,
Column,genre,not_nullable,,,7404,
Column,genre,not_nullable,,,7402,
Column,genre,not_nullable,,,7400,
Column,genre,not_nullable,,,7371,
Column,genre,not_nullable,,,7397,
Column,genre,not_nullable,,,7394,
Column,genre,not_nullable,,,7392,
Column,genre,not_nullable,,,7391,
Column,genre,not_nullable,,,7382,
Column,genre,not_nullable,,,7381,
Column,genre,not_nullable,,,7379,
Column,genre,not_nullable,,,7377,
Column,genre,not_nullable,,,7376,
Column,genre,not_nullable,,,7312,
Column,genre,not_nullable,,,7307,
Column,genre,not_nullable,,,7183,
Column,genre,not_nullable,,,7218,
Column,genre,not_nullable,,,7245,
Column,genre,not_nullable,,,7241,
Column,genre,not_nullable,,,7240,
Column,genre,not_nullable,,,7239,
Column,genre,not_nullable,,,7234,
Column,genre,not_nullable,,,7231,
Column,genre,not_nullable,,,7222,
Column,genre,not_nullable,,,7221,
Column,genre,not_nullable,,,7220,
Column,genre,not_nullable,,,7208,
Column,genre,not_nullable,,,7251,
Column,genre,not_nullable,,,7206,
Column,genre,not_nullable,,,7203,
Column,genre,not_nullable,,,7202,
Column,genre,not_nullable,,,7198,
Column,genre,not_nullable,,,7196,
Column,genre,not_nullable,,,7195,
Column,genre,not_nullable,,,7190,
Column,genre,not_nullable,,,7188,
Column,genre,not_nullable,,,7186,
Column,genre,not_nullable,,,7247,
Column,genre,not_nullable,,,7254,
Column,genre,not_nullable,,,7305,
Column,genre,not_nullable,,,7284,
Column,genre,not_nullable,,,7304,
Column,genre,not_nullable,,,7302,
Column,genre,not_nullable,,,7301,
Column,genre,not_nullable,,,7299,
Column,genre,not_nullable,,,7297,
Column,genre,not_nullable,,,7294,
Column,genre,not_nullable,,,7292,
Column,genre,not_nullable,,,7290,
Column,genre,not_nullable,,,7288,
Column,genre,not_nullable,,,7282,
Column,genre,not_nullable,,,7260,
Column,genre,not_nullable,,,7277,
Column,genre,not_nullable,,,7275,
Column,genre,not_nullable,,,7274,
Column,genre,not_nullable,,,7272,
Column,genre,not_nullable,,,7270,
Column,genre,not_nullable,,,7269,
Column,genre,not_nullable,,,7267,
Column,genre,not_nullable,,,7262,
Column,genre,not_nullable,,,7261,
Column,genre,not_nullable,,,7974,
Column,genre,not_nullable,,,7976,
Column,genre,not_nullable,,,7977,
Column,genre,not_nullable,,,8688,
Column,genre,not_nullable,,,8714,
Column,genre,not_nullable,,,8712,
Column,genre,not_nullable,,,8710,
Column,genre,not_nullable,,,8708,
Column,genre,not_nullable,,,8705,
Column,genre,not_nullable,,,8704,
Column,genre,not_nullable,,,8699,
Column,genre,not_nullable,,,8694,
Column,genre,not_nullable,,,8693,
Column,genre,not_nullable,,,8686,
Column,genre,not_nullable,,,8719,
Column,genre,not_nullable,,,8682,
Column,genre,not_nullable,,,8680,
Column,genre,not_nullable,,,8677,
Column,genre,not_nullable,,,8676,
Column,genre,not_nullable,,,8674,
Column,genre,not_nullable,,,8669,
Column,genre,not_nullable,,,8666,
Column,genre,not_nullable,,,8665,
Column,genre,not_nullable,,,8664,
Column,genre,not_nullable,,,8718,
Column,genre,not_nullable,,,8720,
Column,genre,not_nullable,,,8660,
Column,genre,not_nullable,,,8754,
Column,genre,not_nullable,,,8783,
Column,genre,not_nullable,,,8778,
Column,genre,not_nullable,,,8777,
Column,genre,not_nullable,,,8776,
Column,genre,not_nullable,,,8769,
Column,genre,not_nullable,,,8766,
Column,genre,not_nullable,,,8765,
Column,genre,not_nullable,,,8761,
Column,genre,not_nullable,,,8760,
Column,genre,not_nullable,,,8753,
Column,genre,not_nullable,,,8721,
Column,genre,not_nullable,,,8750,
Column,genre,not_nullable,,,8747,
Column,genre,not_nullable,,,8743,
Column,genre,not_nullable,,,8738,
Column,genre,not_nullable,,,8735,
Column,genre,not_nullable,,,8733,
Column,genre,not_nullable,,,8727,
Column,genre,not_nullable,,,8724,
Column,genre,not_nullable,,,8723,
Column,genre,not_nullable,,,8662,
Column,genre,not_nullable,,,8656,
Column,genre,not_nullable,,,8787,
Column,genre,not_nullable,,,8563,
Column,genre,not_nullable,,,8593,
Column,genre,not_nullable,,,8589,
Column,genre,not_nullable,,,8587,
Column,genre,not_nullable,,,8585,
Column,genre,not_nullable,,,8582,
Column,genre,not_nullable,,,8577,
Column,genre,not_nullable,,,8571,
Column,genre,not_nullable,,,8570,
Column,genre,not_nullable,,,8567,
Column,genre,not_nullable,,,8561,
Column,genre,not_nullable,,,8596,
Column,genre,not_nullable,,,8558,
Column,genre,not_nullable,,,8556,
Column,genre,not_nullable,,,8555,
Column,genre,not_nullable,,,8554,
Column,genre,not_nullable,,,8552,
Column,genre,not_nullable,,,8551,
Column,genre,not_nullable,,,8546,
Column,genre,not_nullable,,,8542,
Column,genre,not_nullable,,,8538,
Column,genre,not_nullable,,,8594,
Column,genre,not_nullable,,,8601,
Column,genre,not_nullable,,,8652,
Column,genre,not_nullable,,,8627,
Column,genre,not_nullable,,,8650,
Column,genre,not_nullable,,,8647,
Column,genre,not_nullable,,,8640,
Column,genre,not_nullable,,,8637,
Column,genre,not_nullable,,,8636,
Column,genre,not_nullable,,,8632,
Column,genre,not_nullable,,,8631,
Column,genre,not_nullable,,,8630,
Column,genre,not_nullable,,,8629,
Column,genre,not_nullable,,,8625,
Column,genre,not_nullable,,,8605,
Column,genre,not_nullable,,,8621,
Column,genre,not_nullable,,,8620,
Column,genre,not_nullable,,,8619,
Column,genre,not_nullable,,,8618,
Column,genre,not_nullable,,,8617,
Column,genre,not_nullable,,,8615,
Column,genre,not_nullable,,,8614,
Column,genre,not_nullable,,,8611,
Column,genre,not_nullable,,,8610,
Column,genre,not_nullable,,,8785,
Column,genre,not_nullable,,,8788,
Column,genre,not_nullable,,,7979,
Column,genre,not_nullable,,,8955,
Column,genre,not_nullable,,,8974,
Column,genre,not_nullable,,,8970,
Column,genre,not_nullable,,,8969,
Column,genre,not_nullable,,,8967,
Column,genre,not_nullable,,,8966,
Column,genre,not_nullable,,,8965,
Column,genre,not_nullable,,,8964,
Column,genre,not_nullable,,,8963,
Column,genre,not_nullable,,,8960,
Column,genre,not_nullable,,,8954,
Column,genre,not_nullable,,,8979,
Column,genre,not_nullable,,,8953,
Column,genre,not_nullable,,,8946,
Column,genre,not_nullable,,,8943,
Column,genre,not_nullable,,,8941,
Column,genre,not_nullable,,,8938,
Column,genre,not_nullable,,,8933,
Column,genre,not_nullable,,,8931,
Column,genre,not_nullable,,,8921,
Column,genre,not_nullable,,,8919,
Column,genre,not_nullable,,,8976,
Column,genre,not_nullable,,,8981,
Column,genre,not_nullable,,,8916,
Column,genre,not_nullable,,,9009,
Column,genre,not_nullable,,,9039,
Column,genre,not_nullable,,,9038,
Column,genre,not_nullable,,,9037,
Column,genre,not_nullable,,,9032,
Column,genre,not_nullable,,,9031,
Column,genre,not_nullable,,,9029,
Column,genre,not_nullable,,,9028,
Column,genre,not_nullable,,,9016,
Column,genre,not_nullable,,,9010,
Column,genre,not_nullable,,,9006,
Column,genre,not_nullable,,,8985,
Column,genre,not_nullable,,,9000,
Column,genre,not_nullable,,,8998,
Column,genre,not_nullable,,,8997,
Column,genre,not_nullable,,,8996,
Column,genre,not_nullable,,,8994,
Column,genre,not_nullable,,,8993,
Column,genre,not_nullable,,,8992,
Column,genre,not_nullable,,,8988,
Column,genre,not_nullable,,,8986,
Column,genre,not_nullable,,,8918,
Column,genre,not_nullable,,,8915,
Column,genre,not_nullable,,,8797,
Column,genre,not_nullable,,,8828,
Column,genre,not_nullable,,,8851,
Column,genre,not_nullable,,,8847,
Column,genre,not_nullable,,,8844,
Column,genre,not_nullable,,,8842,
Column,genre,not_nullable,,,8838,
Column,genre,not_nullable,,,8837,
Column,genre,not_nullable,,,8835,
Column,genre,not_nullable,,,8833,
Column,genre,not_nullable,,,8829,
Column,genre,not_nullable,,,8827,
Column,genre,not_nullable,,,8853,
Column,genre,not_nullable,,,8825,
Column,genre,not_nullable,,,8824,
Column,genre,not_nullable,,,8822,
Column,genre,not_nullable,,,8818,
Column,genre,not_nullable,,,8816,
Column,genre,not_nullable,,,8812,
Column,genre,not_nullable,,,8811,
Column,genre,not_nullable,,,8805,
Column,genre,not_nullable,,,8800,
Column,genre,not_nullable,,,8852,
Column,genre,not_nullable,,,8854,
Column,genre,not_nullable,,,8910,
Column,genre,not_nullable,,,8884,
Column,genre,not_nullable,,,8908,
Column,genre,not_nullable,,,8906,
Column,genre,not_nullable,,,8904,
Column,genre,not_nullable,,,8903,
Column,genre,not_nullable,,,8898,
Column,genre,not_nullable,,,8895,
Column,genre,not_nullable,,,8891,
Column,genre,not_nullable,,,8890,
Column,genre,not_nullable,,,8886,
Column,genre,not_nullable,,,8882,
Column,genre,not_nullable,,,8855,
Column,genre,not_nullable,,,8880,
Column,genre,not_nullable,,,8874,
Column,genre,not_nullable,,,8873,
Column,genre,not_nullable,,,8870,
Column,genre,not_nullable,,,8868,
Column,genre,not_nullable,,,8866,
Column,genre,not_nullable,,,8864,
Column,genre,not_nullable,,,8862,
Column,genre,not_nullable,,,8858,
Column,genre,not_nullable,,,8537,
Column,genre,not_nullable,,,8536,
Column,genre,not_nullable,,,8533,
Column,genre,not_nullable,,,8170,
Column,genre,not_nullable,,,8195,
Column,genre,not_nullable,,,8191,
Column,genre,not_nullable,,,8189,
Column,genre,not_nullable,,,8187,
Column,genre,not_nullable,,,8185,
Column,genre,not_nullable,,,8184,
Column,genre,not_nullable,,,8183,
Column,genre,not_nullable,,,8182,
Column,genre,not_nullable,,,8179,
Column,genre,not_nullable,,,8168,
Column,genre,not_nullable,,,8197,
Column,genre,not_nullable,,,8163,
Column,genre,not_nullable,,,8160,
Column,genre,not_nullable,,,8158,
Column,genre,not_nullable,,,8152,
Column,genre,not_nullable,,,8151,
Column,genre,not_nullable,,,8150,
Column,genre,not_nullable,,,8149,
Column,genre,not_nullable,,,8148,
Column,genre,not_nullable,,,8146,
Column,genre,not_nullable,,,8196,
Column,genre,not_nullable,,,8198,
Column,genre,not_nullable,,,8138,
Column,genre,not_nullable,,,8228,
Column,genre,not_nullable,,,8262,
Column,genre,not_nullable,,,8252,
Column,genre,not_nullable,,,8251,
Column,genre,not_nullable,,,8245,
Column,genre,not_nullable,,,8238,
Column,genre,not_nullable,,,8236,
Column,genre,not_nullable,,,8235,
Column,genre,not_nullable,,,8233,
Column,genre,not_nullable,,,8231,
Column,genre,not_nullable,,,8224,
Column,genre,not_nullable,,,8200,
Column,genre,not_nullable,,,8222,
Column,genre,not_nullable,,,8220,
Column,genre,not_nullable,,,8219,
Column,genre,not_nullable,,,8216,
Column,genre,not_nullable,,,8215,
Column,genre,not_nullable,,,8214,
Column,genre,not_nullable,,,8208,
Column,genre,not_nullable,,,8207,
Column,genre,not_nullable,,,8203,
Column,genre,not_nullable,,,8143,
Column,genre,not_nullable,,,8137,
Column,genre,not_nullable,,,8521,
Column,genre,not_nullable,,,8013,
Column,genre,not_nullable,,,8047,
Column,genre,not_nullable,,,8037,
Column,genre,not_nullable,,,8034,
Column,genre,not_nullable,,,8033,
Column,genre,not_nullable,,,8032,
Column,genre,not_nullable,,,8027,
Column,genre,not_nullable,,,8016,
Column,genre,not_nullable,,,8015,
Column,genre,not_nullable,,,8014,
Column,genre,not_nullable,,,8010,
Column,genre,not_nullable,,,8051,
Column,genre,not_nullable,,,8004,
Column,genre,not_nullable,,,8000,
Column,genre,not_nullable,,,7996,
Column,genre,not_nullable,,,7993,
Column,genre,not_nullable,,,7992,
Column,genre,not_nullable,,,7989,
Column,genre,not_nullable,,,7987,
Column,genre,not_nullable,,,7984,
Column,genre,not_nullable,,,7982,
Column,genre,not_nullable,,,8049,
Column,genre,not_nullable,,,8053,
Column,genre,not_nullable,,,8135,
Column,genre,not_nullable,,,8095,
Column,genre,not_nullable,,,8134,
Column,genre,not_nullable,,,8127,
Column,genre,not_nullable,,,8123,
Column,genre,not_nullable,,,8121,
Column,genre,not_nullable,,,8120,
Column,genre,not_nullable,,,8117,
Column,genre,not_nullable,,,8114,
Column,genre,not_nullable,,,8098,
Column,genre,not_nullable,,,8097,
Column,genre,not_nullable,,,8088,
Column,genre,not_nullable,,,8055,
Column,genre,not_nullable,,,8085,
Column,genre,not_nullable,,,8082,
Column,genre,not_nullable,,,8080,
Column,genre,not_nullable,,,8077,
Column,genre,not_nullable,,,8076,
Column,genre,not_nullable,,,8071,
Column,genre,not_nullable,,,8061,
Column,genre,not_nullable,,,8059,
Column,genre,not_nullable,,,8058,
Column,genre,not_nullable,,,8263,
Column,genre,not_nullable,,,8264,
Column,genre,not_nullable,,,8267,
Column,genre,not_nullable,,,8430,
Column,genre,not_nullable,,,8456,
Column,genre,not_nullable,,,8455,
Column,genre,not_nullable,,,8454,
Column,genre,not_nullable,,,8451,
Column,genre,not_nullable,,,8450,
Column,genre,not_nullable,,,8439,
Column,genre,not_nullable,,,8438,
Column,genre,not_nullable,,,8434,
Column,genre,not_nullable,,,8433,
Column,genre,not_nullable,,,8429,
Column,genre,not_nullable,,,8462,
Column,genre,not_nullable,,,8428,
Column,genre,not_nullable,,,8421,
Column,genre,not_nullable,,,8416,
Column,genre,not_nullable,,,8412,
Column,genre,not_nullable,,,8410,
Column,genre,not_nullable,,,8406,
Column,genre,not_nullable,,,8401,
Column,genre,not_nullable,,,8397,
Column,genre,not_nullable,,,8393,
Column,genre,not_nullable,,,8461,
Column,genre,not_nullable,,,8464,
Column,genre,not_nullable,,,8276,
Column,genre,not_nullable,,,8490,
Column,genre,not_nullable,,,8518,
Column,genre,not_nullable,,,8516,
Column,genre,not_nullable,,,8515,
Column,genre,not_nullable,,,8512,
Column,genre,not_nullable,,,8505,
Column,genre,not_nullable,,,8504,
Column,genre,not_nullable,,,8502,
Column,genre,not_nullable,,,8501,
Column,genre,not_nullable,,,8491,
Column,genre,not_nullable,,,8487,
Column,genre,not_nullable,,,8465,
Column,genre,not_nullable,,,8486,
Column,genre,not_nullable,,,8481,
Column,genre,not_nullable,,,8480,
Column,genre,not_nullable,,,8477,
Column,genre,not_nullable,,,8475,
Column,genre,not_nullable,,,8474,
Column,genre,not_nullable,,,8473,
Column,genre,not_nullable,,,8471,
Column,genre,not_nullable,,,8466,
Column,genre,not_nullable,,,8392,
Column,genre,not_nullable,,,8386,
Column,genre,not_nullable,,,8384,
Column,genre,not_nullable,,,8300,
Column,genre,not_nullable,,,8319,
Column,genre,not_nullable,,,8318,
Column,genre,not_nullable,,,8315,
Column,genre,not_nullable,,,8312,
Column,genre,not_nullable,,,8308,
Column,genre,not_nullable,,,8305,
Column,genre,not_nullable,,,8304,
Column,genre,not_nullable,,,8302,
Column,genre,not_nullable,,,8301,
Column,genre,not_nullable,,,8293,
Column,genre,not_nullable,,,8380,
Column,genre,not_nullable,,,8292,
Column,genre,not_nullable,,,8291,
Column,genre,not_nullable,,,8290,
Column,genre,not_nullable,,,8288,
Column,genre,not_nullable,,,8285,
Column,genre,not_nullable,,,8282,
Column,genre,not_nullable,,,8281,
Column,genre,not_nullable,,,8280,
Column,genre,not_nullable,,,8277,
Column,genre,not_nullable,,,8325,
Column,genre,not_nullable,,,8326,
Column,genre,not_nullable,,,8327,
Column,genre,not_nullable,,,8328,
Column,genre,not_nullable,,,8379,
Column,genre,not_nullable,,,8378,
Column,genre,not_nullable,,,8377,
Column,genre,not_nullable,,,8375,
Column,genre,not_nullable,,,8373,
Column,genre,not_nullable,,,8368,
Column,genre,not_nullable,,,8367,
Column,genre,not_nullable,,,8364,
Column,genre,not_nullable,,,8363,
Column,genre,not_nullable,,,8361,
Column,genre,not_nullable,,,8354,
Column,genre,not_nullable,,,8349,
Column,genre,not_nullable,,,8346,
Column,genre,not_nullable,,,8343,
Column,genre,not_nullable,,,8342,
Column,genre,not_nullable,,,8337,
Column,genre,not_nullable,,,8333,
Column,genre,not_nullable,,,8332,
Column,genre,not_nullable,,,8331,
Column,genre,not_nullable,,,6863,
Column,genre,not_nullable,,,6861,
